dim,norm_bf,norm_prg,ratio,rel_error,outcome,ill_cond,time_bf_ms,time_prg_ms,cond_before,cond_after,gh,norm_gh_bf,norm_gh_prg
5,1.414,1.414,1.0,0.0,tie,0,37.216496,102.491295,217.331036,7.875807,3.220162597300599,0.439108261547206,0.439108261547206
5,1.732,1.732,1.0,0.0,tie,0,40.030447,104.496513,2.609092,7.34843,4.093204410264839,0.423140363001792,0.423140363001792
5,6.245,6.245,1.0,0.0,tie,0,39.797186,100.558985,118.064215,5.938635,1.544472311911925,4.04345222108205,4.04345222108205
5,4.123,4.123,1.0,0.0,tie,0,36.227044,103.412082,21.939372,8.49078,3.243382675356634,1.271203682293408,1.271203682293408
5,4.243,4.243,1.0,0.0,tie,0,40.334372,102.68798,2.230225,8.960005,4.03976571885455,1.05030843254026,1.05030843254026
5,2.449,2.449,1.0,0.0,tie,0,39.041141,102.906165,12.773204,9.842644,4.152287395541197,0.589795398707176,0.589795398707176
5,2.0,2.0,1.0,0.0,tie,0,39.673526,106.721452,1.90099,9.283287,3.446506025275851,0.580297839415477,0.580297839415477
5,5.0,5.0,1.0,0.0,tie,0,38.763953,101.952655,36.885766,6.90351,3.022414264302212,1.654306644544094,1.654306644544094
5,3.0,3.0,1.0,0.0,tie,0,36.361833,101.555097,23.247078,10.732058,3.942718477391002,0.760896325011056,0.760896325011056
5,2.0,2.0,1.0,0.0,tie,0,39.099296,99.522036,267.237039,8.021885,3.235239278636372,0.618192296689407,0.618192296689407
5,4.583,4.583,1.0,0.0,tie,0,38.137352,105.520551,1.271749,12.390059,3.632036630989593,1.2618264807399,1.2618264807399
5,2.449,2.449,1.0,0.0,tie,0,41.484249,103.590547,55.983669,11.631759,3.732812503049643,0.656073670456046,0.656073670456046
5,3.0,3.0,1.0,0.0,tie,0,41.669285,107.819629,35.516509,8.794696,3.446964619559264,0.87033095233324,0.87033095233324
5,2.646,2.646,1.0,0.0,tie,0,39.249447,101.296843,2.628026,5.027533,4.167732949810971,0.634877529789909,0.634877529789909
5,4.0,4.0,1.0,0.0,tie,0,40.215574,103.01577,52.804757,5.210329,4.526645599030902,0.883656542685018,0.883656542685018
5,4.243,4.243,1.0,0.0,tie,0,40.59533,106.920645,154.348668,7.01119,3.357449860157697,1.263756772767028,1.263756772767028
5,2.828,2.828,1.0,0.0,tie,0,40.825903,109.294901,10.167089,10.554492,3.855742519392311,0.733451465126803,0.733451465126803
5,5.099,5.099,1.0,0.0,tie,0,41.892712,100.463593,27.249415,6.608874,3.036940217062344,1.678992550249245,1.678992550249245
5,3.0,3.0,1.0,0.0,tie,0,39.158878,103.849191,14.757795,9.908754,2.046709700943108,1.465767225619551,1.465767225619551
5,4.796,4.796,1.0,0.0,tie,0,38.71721,101.793156,1193.01387,10.273064,3.013887910193805,1.591300055910705,1.591300055910705
5,4.243,4.243,1.0,0.0,tie,0,39.834879,104.517516,361.870667,12.82734,2.075933076822678,2.043900185112966,2.043900185112966
5,4.583,4.583,1.0,0.0,tie,0,39.863718,104.4033,11.64453,6.351536,5.610045405637758,0.816927434383038,0.816927434383038
5,5.292,5.292,1.0,0.0,tie,0,37.82132,98.5879,38.493491,12.375764,4.321966036597671,1.224442754799146,1.224442754799146
5,2.0,2.0,1.0,0.0,tie,0,37.130817,101.270464,1.696899,3.26073,3.681702778012849,0.54322690357951,0.54322690357951
5,2.236,2.236,1.0,0.0,tie,0,38.772613,103.980171,0.792113,10.225817,1.984037125406027,1.126995040247752,1.126995040247752
5,3.873,3.873,1.0,0.0,tie,0,35.934689,102.319159,22.300956,6.528487,1.642530187862148,2.357947530353121,2.357947530353121
5,5.477,5.477,1.0,0.0,tie,0,40.55564,98.033408,182.753525,5.856444,4.218032523402761,1.29847268118777,1.29847268118777
5,5.099,5.099,1.0,0.0,tie,0,41.709371,106.237224,784.020446,6.251445,3.379452316244589,1.508824366448306,1.508824366448306
5,4.123,4.123,1.0,0.0,tie,0,39.075063,108.537752,64.159816,12.334432,2.607822742356163,1.581012364465722,1.581012364465722
5,1.732,1.732,1.0,0.0,tie,0,40.2361,101.891397,1.780314,7.834612,2.499557078504133,0.692922764154888,0.692922764154888
5,3.162,3.162,1.0,0.0,tie,0,36.736538,100.497143,4.092918,5.58259,2.500099430773319,1.26474969798379,1.26474969798379
5,5.292,5.292,1.0,0.0,tie,0,40.505168,100.416665,102.963116,6.344419,4.250230954019516,1.24510880873315,1.24510880873315
5,4.796,4.796,1.0,0.0,tie,0,37.877892,99.741387,158.880713,8.450336,4.448228843430727,1.078181939106589,1.078181939106589
5,3.873,3.873,1.0,0.0,tie,0,39.834788,104.343885,600.09374,10.600291,2.612288087203869,1.482608299969537,1.482608299969537
5,3.606,2.236,0.620077648363838,-0.379922351636162,strict_win,0,39.584116,98.731221,81.378244,12.338608,2.577466328658309,1.399048344455809,0.867518607377479
5,5.099,5.099,1.0,0.0,tie,0,37.418651,106.285916,0.980434,6.765214,2.423183222588896,2.104256893357118,2.104256893357118
5,4.243,4.243,1.0,0.0,tie,0,43.008267,99.827582,485.587708,14.001427,4.541753381541239,0.934220694863036,0.934220694863036
5,4.0,4.0,1.0,0.0,tie,0,38.364256,102.789295,1.457,12.90774,1.641144715819905,2.437323144901104,2.437323144901104
5,3.0,3.0,1.0,0.0,tie,0,39.124827,105.294548,25.58193,6.256938,3.084240231077925,0.97268687755607,0.97268687755607
5,5.477,5.0,0.912908526565638,-0.087091473434362,strict_win,0,40.05267,102.095475,195.56062,12.724958,4.258327431697225,1.286185735561686,1.17416992474136
5,2.646,2.646,1.0,0.0,tie,0,38.275246,107.256869,575.253789,4.978165,3.512475765160442,0.753314806110594,0.753314806110594
5,5.292,5.292,1.0,0.0,tie,0,39.191531,102.209388,1250.427958,8.040349,3.597618665437,1.470973021916202,1.470973021916202
5,2.0,2.0,1.0,0.0,tie,0,39.63822,103.999982,21.113663,6.587872,3.916644921747961,0.510641132897853,0.510641132897853
5,4.0,4.0,1.0,0.0,tie,0,38.712558,100.425978,4.27488,11.722111,2.257965986016572,1.771505870669322,1.771505870669322
5,5.385,5.385,1.0,0.0,tie,0,40.474187,99.705115,169.867535,5.880636,3.465606044682568,1.553840780103221,1.553840780103221
5,2.646,2.236,0.845049130763417,-0.154950869236583,strict_win,0,35.490178,101.368158,2916.639816,6.814531,4.766386255730978,0.555137552442066,0.469118506145299
5,2.0,2.0,1.0,0.0,tie,0,40.267227,104.085625,1262.867633,5.120085,4.212854520805824,0.474737494523653,0.474737494523653
5,3.0,3.0,1.0,0.0,tie,0,42.139637,104.882991,1528.991445,9.028784,3.208829553685865,0.934920334598019,0.934920334598019
5,5.292,5.292,1.0,0.0,tie,0,41.324453,97.379293,15.157597,9.016325,4.292413435053404,1.232872853482288,1.232872853482288
5,3.742,3.742,1.0,0.0,tie,0,36.432368,99.364224,236.641598,6.510421,2.947005440886353,1.269763519294536,1.269763519294536
5,3.742,3.742,1.0,0.0,tie,0,41.57561,100.465492,89.430811,7.738198,3.933063311715128,0.95142124685712,0.95142124685712
5,4.243,4.243,1.0,0.0,tie,0,40.144431,102.420723,28.536054,4.672349,3.46318215858887,1.225173786910729,1.225173786910729
5,2.828,2.828,1.0,0.0,tie,0,37.668076,102.11492,313.531552,6.713052,3.856468192257167,0.733313451327804,0.733313451327804
5,4.796,4.796,1.0,0.0,tie,0,36.920108,108.048761,11656.872251,8.7273,3.856681582282937,1.243556124008827,1.243556124008827
5,2.0,2.0,1.0,0.0,tie,0,39.106271,98.781617,492.269144,6.545778,3.713215654531566,0.538616710171202,0.538616710171202
5,5.099,5.099,1.0,0.0,tie,0,38.463526,100.328673,210.450089,6.230639,2.448174072937658,2.082776734042247,2.082776734042247
5,4.359,4.359,1.0,0.0,tie,0,40.722564,102.129611,302.262262,8.316364,3.151707408867712,1.383059857566544,1.383059857566544
5,2.236,2.236,1.0,0.0,tie,0,42.32409,106.349963,0.419821,6.79176,3.516549749168619,0.635850523806363,0.635850523806363
5,3.317,3.317,1.0,0.0,tie,0,38.615085,102.61448,1.359762,8.986652,2.445991058074921,1.356096535614727,1.356096535614727
5,6.557,6.557,1.0,0.0,tie,0,39.494718,105.452698,196.638133,10.234825,2.568784574636724,2.552569049480254,2.552569049480254
5,5.292,5.292,1.0,0.0,tie,0,41.275177,102.588688,256.076058,12.164659,2.833621553435701,1.867574727325028,1.867574727325028
5,5.385,5.385,1.0,0.0,tie,0,40.322844,103.592266,170.352088,7.499749,1.656007524011014,3.251796819713112,3.251796819713112
5,4.123,4.123,1.0,0.0,tie,0,36.308501,103.107826,26.746377,8.576714,2.777790268383288,1.48427332578987,1.48427332578987
5,4.0,4.0,1.0,0.0,tie,0,37.983817,107.796402,107.879291,7.52752,3.142650759538733,1.27281085493162,1.27281085493162
5,4.583,4.583,1.0,0.0,tie,0,37.261355,106.515801,89.072692,7.486749,2.919704926413648,1.569679168103272,1.569679168103272
5,1.732,1.732,1.0,0.0,tie,0,39.720261,106.842991,51.210997,9.514163,3.794423368460696,0.456459343571519,0.456459343571519
5,5.385,5.385,1.0,0.0,tie,0,39.875502,103.712407,60.590558,7.954752,3.432077742407839,1.569020402265728,1.569020402265728
5,4.359,3.0,0.688231245698555,-0.311768754301445,strict_win,0,39.384658,106.013367,1635.686435,8.315558,2.757590324905435,1.580727913291284,1.087906340874937
5,3.0,3.0,1.0,0.0,tie,0,38.493926,99.068071,9.55428,9.559187,3.906403194193939,0.767969881977078,0.767969881977078
5,3.464,3.464,1.0,0.0,tie,0,36.851855,101.088869,14.618202,4.89618,2.145215244775969,1.614756378613072,1.614756378613072
5,2.0,2.0,1.0,0.0,tie,0,38.973238,104.433483,0.551683,9.50674,3.766060376761736,0.531058931593579,0.531058931593579
5,4.796,4.796,1.0,0.0,tie,0,41.271688,105.555185,386.07185,6.99396,2.78379253609346,1.722829534822413,1.722829534822413
5,5.385,5.385,1.0,0.0,tie,0,37.682863,98.189162,257.700274,7.66513,4.668857126864114,1.153387189557649,1.153387189557649
5,1.414,1.414,1.0,0.0,tie,0,42.422141,100.891223,5.332173,6.762731,3.457763741473552,0.408934821960222,0.408934821960222
5,6.245,6.245,1.0,0.0,tie,0,39.228939,103.472439,712.911906,7.04027,2.750420771882436,2.270561676905099,2.270561676905099
5,3.0,3.0,1.0,0.0,tie,0,37.649752,103.181394,103.85237,8.721196,2.356742598322136,1.272943427142118,1.272943427142118
5,5.292,5.292,1.0,0.0,tie,0,37.651015,101.508042,18.46211,3.74103,2.973750805163946,1.779570766592276,1.779570766592276
5,3.0,3.0,1.0,0.0,tie,0,38.443402,102.430119,433.516362,8.24446,2.510999058917582,1.19474357799768,1.19474357799768
5,2.449,2.449,1.0,0.0,tie,0,39.93161,97.315701,27.80535,3.295151,3.146079707053377,0.7784291016243,0.7784291016243
5,3.464,3.464,1.0,0.0,tie,0,40.741021,98.762441,3159.576633,4.694482,2.643114124500372,1.310575267216205,1.310575267216205
5,3.873,3.873,1.0,0.0,tie,0,42.572296,101.534246,4.601904,10.71683,3.566846102846255,1.085833223056482,1.085833223056482
5,4.359,4.359,1.0,0.0,tie,0,37.783627,100.94075,9.664808,9.3493,3.489279442606267,1.249255060163398,1.249255060163398
5,1.414,1.414,1.0,0.0,tie,0,40.880057,101.06715,18.994502,7.395083,3.624344146870892,0.390139551516042,0.390139551516042
5,4.796,4.796,1.0,0.0,tie,0,40.762184,107.721882,201.873286,7.723298,2.661616115260066,1.801912744855538,1.801912744855538
5,3.317,3.317,1.0,0.0,tie,0,41.085536,102.790463,30.71543,8.000259,3.074966900817174,1.078710798193797,1.078710798193797
5,4.472,4.472,1.0,0.0,tie,0,37.017586,106.742899,711.124843,10.724169,3.652553281601779,1.224349011560172,1.224349011560172
5,1.414,1.414,1.0,0.0,tie,0,38.388643,100.062051,110.7929,9.000221,3.785544831677393,0.373526153532159,0.373526153532159
5,3.464,3.464,1.0,0.0,tie,0,38.392355,104.976065,32.452497,4.670875,2.921529784922587,1.185680193259364,1.185680193259364
5,4.472,4.472,1.0,0.0,tie,0,39.200527,104.30217,37.725066,10.993429,0.996148033800886,4.489292603366099,4.489292603366099
5,5.477,5.477,1.0,0.0,tie,0,38.890706,102.570831,56.905325,5.191551,2.45716593992774,2.228990688419304,2.228990688419304
5,1.414,1.414,1.0,0.0,tie,0,38.427847,106.539747,94.298274,6.889679,3.002184643713173,0.470990351296692,0.470990351296692
5,4.123,4.123,1.0,0.0,tie,0,40.348631,103.174172,24.610859,8.942592,2.562933937263646,1.608703189752125,1.608703189752125
5,2.646,1.732,0.654572940287226,-0.345427059712774,strict_win,0,40.002807,104.537068,174.471167,9.887496,3.550918292819146,0.74515935929894,0.487761152798853
5,4.123,4.123,1.0,0.0,tie,0,40.84854,99.55476,1.046588,8.93347,2.11706816247666,1.947504607115102,1.947504607115102
5,5.099,5.099,1.0,0.0,tie,0,41.748373,104.417766,52.98512,8.990424,3.845425623183717,1.325991060458587,1.325991060458587
5,4.472,4.472,1.0,0.0,tie,0,39.65524,104.682779,11.513032,9.1371,3.469365761769908,1.288996406570461,1.288996406570461
5,2.0,2.0,1.0,0.0,tie,0,38.301965,102.978057,1.410023,8.565351,3.041443319510922,0.657582532335868,0.657582532335868
5,4.243,4.243,1.0,0.0,tie,0,37.975477,101.297367,2.616055,5.071821,4.545275797402585,0.933496709358028,0.933496709358028
5,3.873,3.873,1.0,0.0,tie,0,38.38356,102.125477,58.140767,7.3796,4.894493671249354,0.791297376223063,0.791297376223063
5,3.742,3.742,1.0,0.0,tie,0,41.897721,101.794662,3.367682,7.606217,3.536056783726501,1.058240924529629,1.058240924529629
5,2.236,2.236,1.0,0.0,tie,0,39.164588,102.25868,110.748311,7.14802,2.473661584865375,0.903923161389795,0.903923161389795
5,3.606,3.606,1.0,0.0,tie,0,40.50129,103.783365,70.48302,11.903969,3.167907155849209,1.138290935497241,1.138290935497241
5,4.583,4.583,1.0,0.0,tie,0,41.749012,104.277666,6.393929,3.227261,2.670517541671471,1.71614675001592,1.71614675001592
5,2.646,2.646,1.0,0.0,tie,0,39.247085,105.564947,1294.395431,9.219136,4.248838457578685,0.622758437727918,0.622758437727918
5,3.317,3.317,1.0,0.0,tie,0,40.651995,102.11351,1891.409703,11.063232,3.04581558499494,1.089035073673218,1.089035073673218
5,2.449,2.449,1.0,0.0,tie,0,40.466058,97.138064,13.214346,8.410892,3.392221852993165,0.721945705832623,0.721945705832623
5,2.0,2.0,1.0,0.0,tie,0,39.145333,103.779346,6.208597,4.952455,4.338089247429044,0.461032469810365,0.461032469810365
5,3.464,3.464,1.0,0.0,tie,0,39.006956,99.553482,77.841536,10.580067,3.622375172824774,0.956278638940297,0.956278638940297
5,1.732,1.732,1.0,0.0,tie,0,38.417565,107.796424,693.145868,6.688578,3.872648083318964,0.447239192081618,0.447239192081618
5,4.472,3.742,0.836762075134168,-0.163237924865832,strict_win,0,36.887984,101.420488,8.185128,8.619153,3.181143482306037,1.405783808518505,1.176306576805958
5,5.292,4.123,0.779100529100529,-0.220899470899471,strict_win,0,38.93299,105.22287,7.671941,8.662318,3.907210726178776,1.354418886225658,1.055228470882159
5,3.606,2.236,0.620077648363838,-0.379922351636162,strict_win,0,40.167018,106.63688,11.800936,12.886729,3.578483144159126,1.007689530656526,0.624845754450359
5,3.742,3.742,1.0,0.0,tie,0,40.953169,103.027448,14.94909,6.209564,2.536432983019123,1.475300165646753,1.475300165646753
5,4.583,3.162,0.689941086624482,-0.310058913375518,strict_win,0,38.635003,104.005135,22.778148,10.063533,2.340236378796698,1.958349182810536,1.351145563178467
5,5.477,5.477,1.0,0.0,tie,0,38.268087,103.642369,2064.299366,12.483412,2.752250999565446,1.990007452396154,1.990007452396154
5,1.414,1.134562656199535,0.802378116124141,-0.197621883875859,strict_win,0,42.874497,107.970169,37.569621,10.9527,3.57831121425783,0.395158474300921,0.317066512180063
5,1.732,1.732,1.0,0.0,tie,0,40.898885,100.124422,12.262805,5.330803,3.149502577448487,0.549928110045602,0.549928110045602
5,3.464,3.464,1.0,0.0,tie,0,39.500324,103.369061,41.685064,6.38053,3.873244666506674,0.894340610587924,0.894340610587924
5,3.873,3.873,1.0,0.0,tie,0,38.970565,101.967557,34.532532,9.461654,2.682633848623178,1.443730385340422,1.443730385340422
5,3.317,3.317,1.0,0.0,tie,0,41.473037,102.205826,2.207165,9.139683,4.420301652633915,0.750401275900143,0.750401275900143
5,2.828,2.828,1.0,0.0,tie,0,36.693586,102.246967,30.259898,9.53854,3.794305953169532,0.745327349692942,0.745327349692942
5,4.472,4.472,1.0,0.0,tie,0,38.823491,105.866359,96.772967,7.621397,2.494843573929408,1.792497151617625,1.792497151617625
5,2.449,2.449,1.0,0.0,tie,0,39.920466,104.255606,756.207359,9.041386,2.801985240415054,0.87402316210532,0.87402316210532
5,5.0,5.0,1.0,0.0,tie,0,43.961741,100.996719,2423.956285,9.204601,3.900924308223421,1.281747505189898,1.281747505189898
5,5.0,5.0,1.0,0.0,tie,0,36.860483,99.015432,119.319694,11.30589,2.773062790905652,1.803060506382207,1.803060506382207
5,3.742,3.742,1.0,0.0,tie,0,39.942608,110.593856,0.360386,8.072106,3.011440776540233,1.242594584343474,1.242594584343474
5,5.099,5.099,1.0,0.0,tie,0,37.263416,98.388032,78.781332,9.943566,3.365395632852938,1.515126468407947,1.515126468407947
5,4.123,4.123,1.0,0.0,tie,0,38.658098,100.30869,32.187617,6.431748,2.241884093607632,1.839078127078944,1.839078127078944
5,3.162,3.162,1.0,0.0,tie,0,38.617471,103.327825,299.183914,8.988946,3.517918683524655,0.898826915701174,0.898826915701174
5,3.464,3.464,1.0,0.0,tie,0,39.608662,104.82684,266.126465,7.851714,2.521304915555589,1.373891740990272,1.373891740990272
5,2.0,2.0,1.0,0.0,tie,0,38.843288,104.15853,890.827206,14.491609,4.253334713558746,0.470219283148447,0.470219283148447
5,3.606,3.606,1.0,0.0,tie,0,40.381108,107.590466,676.632818,6.951147,1.705355292775492,2.11451538296819,2.11451538296819
5,2.449,2.449,1.0,0.0,tie,0,36.821282,98.524216,4.104324,10.483533,5.644955810063635,0.433838648592077,0.433838648592077
5,3.0,3.0,1.0,0.0,tie,0,40.459597,104.344308,50.632108,7.749631,3.080470062221289,0.973877343198959,0.973877343198959
5,4.359,4.359,1.0,0.0,tie,0,38.314984,104.086518,2013.420697,5.829833,3.512421450611978,1.24102419407572,1.24102419407572
5,4.123,4.123,1.0,0.0,tie,0,40.634152,101.956729,213.271915,6.103662,3.899360875509118,1.057352764114628,1.057352764114628
5,2.828,2.828,1.0,0.0,tie,0,40.650187,103.840418,102.03065,8.954805,4.024147482099139,0.702757543698377,0.702757543698377
5,2.236,2.236,1.0,0.0,tie,0,40.894951,97.91866,3.194803,5.385034,2.244464155110638,0.996228874900334,0.996228874900334
5,2.646,2.646,1.0,0.0,tie,0,39.859744,104.822542,162.288775,9.303236,3.17734992903612,0.832769464835965,0.832769464835965
5,2.236,2.236,1.0,0.0,tie,0,39.799519,99.584533,372.791212,5.44604,3.917685791512121,0.570745107952357,0.570745107952357
5,3.162,3.162,1.0,0.0,tie,0,37.904664,110.075467,161.555503,5.26947,2.057825080909506,1.536573749311325,1.536573749311325
5,2.449,2.449,1.0,0.0,tie,0,38.598646,102.19742,24.338106,5.800343,3.23039354134457,0.758111966438821,0.758111966438821
5,4.583,4.583,1.0,0.0,tie,0,37.022806,104.15469,3.16663,4.625834,3.311791753744413,1.383843049557183,1.383843049557183
5,4.796,4.0,0.834028356964137,-0.165971643035863,strict_win,0,39.682327,105.894674,18.513427,4.558447,4.151246102182856,1.155315749041742,0.963566095948075
5,4.243,4.243,1.0,0.0,tie,0,36.571717,105.648465,4.71038,10.173109,2.931750169037171,1.447258379929918,1.447258379929918
5,3.464,3.464,1.0,0.0,tie,0,41.74135,108.209639,2556.761323,8.311469,2.793056354674614,1.240218441780617,1.240218441780617
5,3.742,3.742,1.0,0.0,tie,0,39.547034,103.668905,477.543136,7.099867,2.507588840074302,1.492270160162749,1.492270160162749
5,5.099,5.099,1.0,0.0,tie,0,39.600722,101.333608,29.40681,3.958277,3.650255003188658,1.396888709294501,1.396888709294501
5,3.742,3.0,0.801710315339391,-0.198289684660609,strict_win,0,41.123017,102.336395,29.722356,9.457841,4.637001365704974,0.806987038579639,0.646969833174484
5,4.583,4.583,1.0,0.0,tie,0,40.236806,101.01414,141.188947,6.252838,4.900733337613113,0.935166164791193,0.935166164791193
5,1.732,1.732,1.0,0.0,tie,0,38.618787,106.869706,22.443734,13.232029,4.068036626302091,0.425758211910303,0.425758211910303
5,4.583,4.583,1.0,0.0,tie,0,40.336693,102.685247,21.334227,10.100671,3.66575392019827,1.25022030931965,1.25022030931965
5,1.732,1.414,0.816397228637413,-0.183602771362587,strict_win,0,40.52665,99.018526,71.316247,6.536926,3.400793331485918,0.509292929965618,0.415785336588559
5,4.472,4.472,1.0,0.0,tie,0,38.712461,104.956412,36.532981,4.543683,4.102350241249236,1.090106825846786,1.090106825846786
5,2.236,2.236,1.0,0.0,tie,0,40.104093,102.634339,15.824402,7.63717,2.00847029234899,1.113285074973603,1.113285074973603
5,3.317,3.317,1.0,0.0,tie,0,36.422196,98.834343,19.688138,5.384349,3.70002413029201,0.89648063990821,0.89648063990821
5,4.796,4.796,1.0,0.0,tie,0,40.698346,105.346031,22.001508,6.565736,2.273407556361658,2.10960854184697,2.10960854184697
5,2.0,2.0,1.0,0.0,tie,0,38.749016,102.592582,26.949886,7.014741,2.355399193650244,0.849112967938369,0.849112967938369
5,2.0,2.0,1.0,0.0,tie,0,43.167433,101.655661,14.590942,3.95037,1.779233604739059,1.12407948831054,1.12407948831054
5,1.732,1.732,1.0,0.0,tie,0,38.262355,104.370405,526.852832,7.775636,3.415431474986764,0.507110159487744,0.507110159487744
5,1.414,1.414,1.0,0.0,tie,0,36.807774,105.435903,1.036089,8.525296,3.640739873135194,0.388382595096624,0.388382595096624
5,3.317,3.317,1.0,0.0,tie,0,40.279324,104.234861,113.627943,7.688604,2.592883648757661,1.279270669005641,1.279270669005641
5,1.414,1.414,1.0,0.0,tie,0,38.981461,100.614153,17.744098,4.638019,2.616309604327158,0.540455914568124,0.540455914568124
5,4.472,3.162,0.707066189624329,-0.292933810375671,strict_win,0,39.739059,99.188027,238.73607,4.722057,2.363307972826012,1.892262900739272,1.337955118993198
5,1.732,1.414,0.816397228637413,-0.183602771362587,strict_win,0,38.705995,105.87686,214.043488,7.181802,3.508071604767525,0.493718542587952,0.403070449895707
5,3.317,3.317,1.0,0.0,tie,0,38.946283,101.610458,469.672236,15.338561,2.457466495451215,1.3497640786313,1.3497640786313
5,2.0,2.0,1.0,0.0,tie,0,39.478756,106.102588,435.571937,6.3841,3.181080509844248,0.628717190215951,0.628717190215951
5,5.477,5.477,1.0,0.0,tie,0,41.451381,103.23176,309.275505,3.063112,4.097057897861547,1.336812936634044,1.336812936634044
5,3.873,3.873,1.0,0.0,tie,0,38.801613,105.489644,1.507673,8.044483,2.718592507009596,1.424634251000799,1.424634251000799
5,2.449,2.449,1.0,0.0,tie,0,38.676923,102.992605,0.741052,6.486624,3.688505217423732,0.663954598310294,0.663954598310294
5,5.385,5.385,1.0,0.0,tie,0,38.436199,102.893092,65339.212983,6.565873,3.546459290843548,1.518415850395718,1.518415850395718
5,3.317,3.317,1.0,0.0,tie,0,36.264761,100.590284,18.675005,7.488673,3.995365170148242,0.830211972808715,0.830211972808715
5,1.414,1.414,1.0,0.0,tie,0,36.630785,100.250095,123.971068,3.845868,4.909801737743646,0.287995335764784,0.287995335764784
5,4.123,4.123,1.0,0.0,tie,0,38.099416,103.390038,8.867396,9.003881,3.717500865637231,1.109078423655797,1.109078423655797
5,3.742,3.742,1.0,0.0,tie,0,37.453678,101.484787,16.858332,9.910815,1.332160740107727,2.808970334689038,2.808970334689038
5,2.646,2.646,1.0,0.0,tie,0,40.66605,103.499374,239.308806,9.295497,4.137681593990615,0.63948854929846,0.63948854929846
5,2.236,2.236,1.0,0.0,tie,0,37.381338,105.874153,402.609931,10.403637,4.420836018076689,0.505786686241483,0.505786686241483
5,4.472,4.472,1.0,0.0,tie,0,40.580293,103.403863,228.828084,5.288779,1.454868010365427,3.07381835887418,3.07381835887418
5,3.464,3.464,1.0,0.0,tie,0,40.435811,99.711267,7190.038698,8.42368,3.732739116827346,0.928004848874689,0.928004848874689
5,4.359,4.359,1.0,0.0,tie,0,39.336539,103.345689,42.783138,4.847391,3.299972077850018,1.320920267555704,1.320920267555704
5,4.0,4.0,1.0,0.0,tie,0,38.138526,103.30299,20.058316,4.18547,2.497648987027222,1.601506064613555,1.601506064613555
5,3.742,3.742,1.0,0.0,tie,0,42.41351,105.111545,0.854629,8.776047,4.3586432853141,0.858524030311955,0.858524030311955
5,4.583,4.583,1.0,0.0,tie,0,38.145514,103.882569,188.145109,7.088127,3.672194542346607,1.248027561489531,1.248027561489531
5,5.0,5.0,1.0,0.0,tie,0,35.989105,99.656176,1.049222,9.157585,3.626012508734854,1.378925193433638,1.378925193433638
5,3.162,3.162,1.0,0.0,tie,0,36.543743,103.024863,74.153505,8.145658,3.159401045480353,1.000822609881504,1.000822609881504
5,6.245,6.245,1.0,0.0,tie,0,40.521253,105.519486,7.967678,7.688962,1.974334415319745,3.163091293725242,3.163091293725242
5,1.414,1.414,1.0,0.0,tie,0,36.889642,102.501211,448.911095,11.645465,3.278451166741231,0.431301223682862,0.431301223682862
5,5.292,5.292,1.0,0.0,tie,0,38.821492,105.122782,14.68749,6.934556,2.998182688472506,1.76506922688428,1.76506922688428
5,4.359,4.359,1.0,0.0,tie,0,40.451222,102.475028,258.081544,9.407589,4.315604667741113,1.01005544659437,1.01005544659437
5,2.0,1.732,0.866,-0.134,strict_win,0,37.735419,103.083192,266.083616,3.703159,3.1963593221774,0.62571187980129,0.541866487907918
5,3.0,3.0,1.0,0.0,tie,0,38.182853,102.221081,6.262732,6.31984,4.599080929191624,0.652304242127635,0.652304242127635
5,4.243,4.243,1.0,0.0,tie,0,40.417339,102.952026,1450.174669,7.757942,3.547537420924818,1.196040942365558,1.196040942365558
5,3.162,3.162,1.0,0.0,tie,0,39.453457,102.373765,272.003617,8.881173,3.070468646074612,1.029810222632432,1.029810222632432
5,4.0,4.0,1.0,0.0,tie,0,40.257309,97.955483,1787.056277,6.440101,2.581349984808194,1.549576780963786,1.549576780963786
5,6.245,6.245,1.0,0.0,tie,0,36.90315,102.191896,118.844969,6.322583,4.009765207966716,1.557447799584938,1.557447799584938
5,2.646,1.732,0.654572940287226,-0.345427059712774,strict_win,0,38.053427,99.831928,1.434233,4.631733,3.801889634724166,0.695969703021632,0.455562934857697
5,5.099,5.099,1.0,0.0,tie,0,39.208275,100.053774,56.810965,8.21004,3.702359605862075,1.377229805534442,1.377229805534442
5,4.0,4.0,1.0,0.0,tie,0,36.701727,103.845221,6.440732,7.589932,2.589176344598868,1.544892841441322,1.544892841441322
5,2.646,2.646,1.0,0.0,tie,0,38.027622,98.892012,578.735655,8.180698,3.474623222777186,0.761521416956718,0.761521416956718
5,3.464,3.464,1.0,0.0,tie,0,40.19273,101.19241,258.104356,9.046236,2.429607528022755,1.425744676885755,1.425744676885755
5,5.099,5.099,1.0,0.0,tie,0,42.239254,107.067987,0.483851,6.58424,1.981398448401725,2.57343494142385,2.57343494142385
5,5.0,5.0,1.0,0.0,tie,0,41.797431,101.893775,250.068831,5.061056,1.812431060880335,2.758725618822378,2.758725618822378
5,2.828,2.828,1.0,0.0,tie,0,41.065796,98.313462,59.414541,7.08392,3.296505820644877,0.857878054480964,0.857878054480964
5,3.0,3.0,1.0,0.0,tie,0,36.651806,104.291597,7.167673,7.983394,1.84716024828773,1.624114639095835,1.624114639095835
